Time,Name,consumo atual,% de limiar,Instâncias atuais,Instâncias máximas
2023-11-02 01:17:07,hpa-server,34%,30%,6,12
2023-11-02 01:17:10,hpa-server,34%,30%,6,12
2023-11-02 01:17:13,hpa-server,34%,30%,6,12
2023-11-02 01:17:16,hpa-server,34%,30%,6,12
2023-11-02 01:17:19,hpa-server,34%,30%,6,12
2023-11-02 01:17:22,hpa-server,34%,30%,6,12
2023-11-02 01:17:25,hpa-server,34%,30%,6,12
2023-11-02 01:17:28,hpa-server,34%,30%,6,12
2023-11-02 01:17:31,hpa-server,34%,30%,6,12
2023-11-02 01:17:34,hpa-server,34%,30%,6,12
2023-11-02 01:17:37,hpa-server,34%,30%,6,12
2023-11-02 01:17:40,hpa-server,34%,30%,6,12
2023-11-02 01:17:43,hpa-server,34%,30%,6,12
2023-11-02 01:17:46,hpa-server,34%,30%,6,12
2023-11-02 01:17:49,hpa-server,34%,30%,6,12
2023-11-02 01:17:53,hpa-server,34%,30%,6,12
2023-11-02 01:17:56,hpa-server,34%,30%,6,12
2023-11-02 01:17:59,hpa-server,34%,30%,6,12
2023-11-02 01:18:02,hpa-server,34%,30%,6,12
2023-11-02 01:18:05,hpa-server,34%,30%,6,12
2023-11-02 01:18:08,hpa-server,31%,30%,7,12
2023-11-02 01:18:11,hpa-server,31%,30%,7,12
2023-11-02 01:18:14,hpa-server,31%,30%,7,12
2023-11-02 01:18:17,hpa-server,31%,30%,7,12
2023-11-02 01:18:20,hpa-server,31%,30%,7,12
2023-11-02 01:18:23,hpa-server,31%,30%,7,12
2023-11-02 01:18:26,hpa-server,31%,30%,7,12
2023-11-02 01:18:29,hpa-server,31%,30%,7,12
2023-11-02 01:18:32,hpa-server,31%,30%,7,12
2023-11-02 01:18:35,hpa-server,31%,30%,7,12
2023-11-02 01:18:38,hpa-server,31%,30%,7,12
2023-11-02 01:18:41,hpa-server,31%,30%,7,12
2023-11-02 01:18:45,hpa-server,31%,30%,7,12
2023-11-02 01:18:48,hpa-server,31%,30%,7,12
2023-11-02 01:18:51,hpa-server,31%,30%,7,12
2023-11-02 01:18:54,hpa-server,31%,30%,7,12
2023-11-02 01:18:57,hpa-server,31%,30%,7,12
2023-11-02 01:19:00,hpa-server,31%,30%,7,12
2023-11-02 01:19:03,hpa-server,31%,30%,7,12
2023-11-02 01:19:06,hpa-server,31%,30%,7,12
2023-11-02 01:19:09,hpa-server,30%,30%,7,12
2023-11-02 01:19:12,hpa-server,30%,30%,7,12
2023-11-02 01:19:15,hpa-server,30%,30%,7,12
2023-11-02 01:19:18,hpa-server,30%,30%,7,12
2023-11-02 01:19:21,hpa-server,30%,30%,7,12
2023-11-02 01:19:24,hpa-server,30%,30%,7,12
2023-11-02 01:19:27,hpa-server,30%,30%,7,12
2023-11-02 01:19:30,hpa-server,30%,30%,7,12
2023-11-02 01:19:33,hpa-server,30%,30%,7,12
2023-11-02 01:19:37,hpa-server,30%,30%,7,12
2023-11-02 01:19:40,hpa-server,30%,30%,7,12
2023-11-02 01:19:43,hpa-server,30%,30%,7,12
2023-11-02 01:19:46,hpa-server,30%,30%,7,12
2023-11-02 01:19:49,hpa-server,30%,30%,7,12
2023-11-02 01:19:52,hpa-server,30%,30%,7,12
2023-11-02 01:19:55,hpa-server,30%,30%,7,12
2023-11-02 01:19:58,hpa-server,30%,30%,7,12
2023-11-02 01:20:01,hpa-server,30%,30%,7,12
2023-11-02 01:20:04,hpa-server,30%,30%,7,12
2023-11-02 01:20:07,hpa-server,28%,30%,7,12
2023-11-02 01:20:10,hpa-server,28%,30%,7,12
2023-11-02 01:20:13,hpa-server,28%,30%,7,12
2023-11-02 01:20:16,hpa-server,28%,30%,7,12
2023-11-02 01:20:19,hpa-server,28%,30%,7,12
2023-11-02 01:20:22,hpa-server,28%,30%,7,12
2023-11-02 01:20:25,hpa-server,28%,30%,7,12
2023-11-02 01:20:29,hpa-server,28%,30%,7,12
2023-11-02 01:20:32,hpa-server,28%,30%,7,12
2023-11-02 01:20:35,hpa-server,28%,30%,7,12
2023-11-02 01:20:38,hpa-server,28%,30%,7,12
2023-11-02 01:20:41,hpa-server,28%,30%,7,12
2023-11-02 01:20:44,hpa-server,28%,30%,7,12
2023-11-02 01:20:47,hpa-server,28%,30%,7,12
2023-11-02 01:20:50,hpa-server,28%,30%,7,12
2023-11-02 01:20:53,hpa-server,28%,30%,7,12
2023-11-02 01:20:56,hpa-server,28%,30%,7,12
2023-11-02 01:20:59,hpa-server,28%,30%,7,12
2023-11-02 01:21:02,hpa-server,28%,30%,7,12
2023-11-02 01:21:05,hpa-server,28%,30%,7,12
2023-11-02 01:21:08,hpa-server,31%,30%,7,12
2023-11-02 01:21:12,hpa-server,31%,30%,7,12
2023-11-02 01:21:15,hpa-server,31%,30%,7,12
2023-11-02 01:21:18,hpa-server,31%,30%,7,12
2023-11-02 01:21:21,hpa-server,31%,30%,7,12
2023-11-02 01:21:24,hpa-server,31%,30%,7,12
2023-11-02 01:21:27,hpa-server,31%,30%,7,12
2023-11-02 01:21:30,hpa-server,31%,30%,7,12
2023-11-02 01:21:33,hpa-server,31%,30%,7,12
2023-11-02 01:21:36,hpa-server,31%,30%,7,12
2023-11-02 01:21:39,hpa-server,31%,30%,7,12
2023-11-02 01:21:42,hpa-server,31%,30%,7,12
2023-11-02 01:21:45,hpa-server,31%,30%,7,12
2023-11-02 01:21:48,hpa-server,31%,30%,7,12
2023-11-02 01:21:51,hpa-server,31%,30%,7,12
2023-11-02 01:21:54,hpa-server,31%,30%,7,12
2023-11-02 01:21:57,hpa-server,31%,30%,7,12
2023-11-02 01:22:00,hpa-server,31%,30%,7,12
2023-11-02 01:22:03,hpa-server,31%,30%,7,12
2023-11-02 01:22:07,hpa-server,31%,30%,7,12
2023-11-02 01:22:10,hpa-server,29%,30%,7,12
2023-11-02 01:22:13,hpa-server,29%,30%,7,12
2023-11-02 01:22:16,hpa-server,29%,30%,7,12
2023-11-02 01:22:19,hpa-server,29%,30%,7,12
2023-11-02 01:22:22,hpa-server,29%,30%,7,12
2023-11-02 01:22:25,hpa-server,29%,30%,7,12
2023-11-02 01:22:28,hpa-server,29%,30%,7,12
2023-11-02 01:22:31,hpa-server,29%,30%,7,12
2023-11-02 01:22:34,hpa-server,29%,30%,7,12
2023-11-02 01:22:37,hpa-server,29%,30%,7,12
2023-11-02 01:22:40,hpa-server,29%,30%,7,12
2023-11-02 01:22:43,hpa-server,29%,30%,7,12
2023-11-02 01:22:46,hpa-server,29%,30%,7,12
2023-11-02 01:22:49,hpa-server,29%,30%,7,12
2023-11-02 01:22:52,hpa-server,29%,30%,7,12
2023-11-02 01:22:55,hpa-server,29%,30%,7,12
2023-11-02 01:22:58,hpa-server,29%,30%,7,12
2023-11-02 01:23:01,hpa-server,29%,30%,7,12
2023-11-02 01:23:05,hpa-server,29%,30%,7,12
2023-11-02 01:23:08,hpa-server,32%,30%,7,12
2023-11-02 01:23:11,hpa-server,32%,30%,7,12
2023-11-02 01:23:14,hpa-server,32%,30%,7,12
2023-11-02 01:23:17,hpa-server,32%,30%,7,12
2023-11-02 01:23:20,hpa-server,32%,30%,7,12
2023-11-02 01:23:23,hpa-server,32%,30%,7,12
2023-11-02 01:23:26,hpa-server,32%,30%,7,12
2023-11-02 01:23:29,hpa-server,32%,30%,7,12
2023-11-02 01:23:32,hpa-server,32%,30%,7,12
2023-11-02 01:23:35,hpa-server,32%,30%,7,12
2023-11-02 01:23:38,hpa-server,32%,30%,7,12
2023-11-02 01:23:41,hpa-server,32%,30%,7,12
2023-11-02 01:23:44,hpa-server,32%,30%,7,12
2023-11-02 01:23:47,hpa-server,32%,30%,7,12
2023-11-02 01:23:50,hpa-server,32%,30%,7,12
2023-11-02 01:23:53,hpa-server,32%,30%,7,12
2023-11-02 01:23:56,hpa-server,32%,30%,7,12
2023-11-02 01:23:59,hpa-server,32%,30%,7,12
2023-11-02 01:24:03,hpa-server,32%,30%,7,12
2023-11-02 01:24:06,hpa-server,32%,30%,7,12
2023-11-02 01:24:09,hpa-server,23%,30%,7,12
2023-11-02 01:24:12,hpa-server,23%,30%,7,12
2023-11-02 01:24:15,hpa-server,23%,30%,7,12
2023-11-02 01:24:18,hpa-server,23%,30%,7,12
2023-11-02 01:24:21,hpa-server,23%,30%,7,12
2023-11-02 01:24:24,hpa-server,23%,30%,7,12
2023-11-02 01:24:27,hpa-server,23%,30%,7,12
2023-11-02 01:24:30,hpa-server,23%,30%,7,12
2023-11-02 01:24:33,hpa-server,23%,30%,7,12
2023-11-02 01:24:36,hpa-server,23%,30%,7,12
2023-11-02 01:24:39,hpa-server,23%,30%,7,12
2023-11-02 01:24:42,hpa-server,23%,30%,7,12
2023-11-02 01:24:45,hpa-server,23%,30%,7,12
2023-11-02 01:24:48,hpa-server,23%,30%,7,12
2023-11-02 01:24:51,hpa-server,23%,30%,7,12
2023-11-02 01:24:54,hpa-server,23%,30%,7,12
2023-11-02 01:24:57,hpa-server,23%,30%,7,12
2023-11-02 01:25:00,hpa-server,23%,30%,7,12
2023-11-02 01:25:03,hpa-server,23%,30%,7,12
2023-11-02 01:25:07,hpa-server,23%,30%,7,12
2023-11-02 01:25:10,hpa-server,2%,30%,7,12
2023-11-02 01:25:13,hpa-server,2%,30%,7,12
2023-11-02 01:25:16,hpa-server,2%,30%,7,12
2023-11-02 01:25:19,hpa-server,2%,30%,7,12
2023-11-02 01:25:22,hpa-server,2%,30%,7,12
2023-11-02 01:25:25,hpa-server,2%,30%,7,12
2023-11-02 01:25:28,hpa-server,2%,30%,7,12
2023-11-02 01:25:31,hpa-server,2%,30%,7,12
2023-11-02 01:25:34,hpa-server,2%,30%,7,12
2023-11-02 01:25:37,hpa-server,2%,30%,7,12
2023-11-02 01:25:40,hpa-server,2%,30%,7,12
2023-11-02 01:25:43,hpa-server,2%,30%,7,12
2023-11-02 01:25:46,hpa-server,2%,30%,7,12
2023-11-02 01:25:49,hpa-server,2%,30%,7,12
2023-11-02 01:25:52,hpa-server,2%,30%,7,12
2023-11-02 01:25:55,hpa-server,2%,30%,7,12
2023-11-02 01:25:58,hpa-server,2%,30%,7,12
2023-11-02 01:26:01,hpa-server,2%,30%,7,12
2023-11-02 01:26:04,hpa-server,2%,30%,7,12
2023-11-02 01:26:07,hpa-server,2%,30%,7,12
2023-11-02 01:26:10,hpa-server,2%,30%,7,12
2023-11-02 01:26:14,hpa-server,2%,30%,7,12
2023-11-02 01:26:17,hpa-server,2%,30%,7,12
2023-11-02 01:26:20,hpa-server,2%,30%,7,12
2023-11-02 01:26:23,hpa-server,2%,30%,7,12
2023-11-02 01:26:26,hpa-server,2%,30%,7,12
2023-11-02 01:26:29,hpa-server,2%,30%,7,12
2023-11-02 01:26:32,hpa-server,2%,30%,7,12
2023-11-02 01:26:35,hpa-server,2%,30%,7,12
2023-11-02 01:26:38,hpa-server,2%,30%,7,12
2023-11-02 01:26:41,hpa-server,2%,30%,7,12
2023-11-02 01:26:44,hpa-server,2%,30%,7,12
2023-11-02 01:26:47,hpa-server,2%,30%,7,12
2023-11-02 01:26:50,hpa-server,2%,30%,7,12
2023-11-02 01:26:53,hpa-server,2%,30%,7,12
2023-11-02 01:26:56,hpa-server,2%,30%,7,12
2023-11-02 01:26:59,hpa-server,2%,30%,7,12
2023-11-02 01:27:02,hpa-server,2%,30%,7,12
2023-11-02 01:27:05,hpa-server,2%,30%,7,12
2023-11-02 01:27:08,hpa-server,2%,30%,7,12
2023-11-02 01:27:11,hpa-server,2%,30%,7,12
2023-11-02 01:27:15,hpa-server,2%,30%,7,12
2023-11-02 01:27:18,hpa-server,2%,30%,7,12
2023-11-02 01:27:21,hpa-server,2%,30%,7,12
2023-11-02 01:27:24,hpa-server,2%,30%,7,12
2023-11-02 01:27:27,hpa-server,2%,30%,7,12
2023-11-02 01:27:30,hpa-server,2%,30%,7,12
2023-11-02 01:27:33,hpa-server,2%,30%,7,12
2023-11-02 01:27:36,hpa-server,2%,30%,7,12
2023-11-02 01:27:39,hpa-server,2%,30%,7,12
2023-11-02 01:27:42,hpa-server,2%,30%,7,12
2023-11-02 01:27:45,hpa-server,2%,30%,7,12
2023-11-02 01:27:48,hpa-server,2%,30%,7,12
2023-11-02 01:27:51,hpa-server,2%,30%,7,12
2023-11-02 01:27:54,hpa-server,2%,30%,7,12
2023-11-02 01:27:57,hpa-server,2%,30%,7,12
2023-11-02 01:28:00,hpa-server,2%,30%,7,12
2023-11-02 01:28:03,hpa-server,2%,30%,7,12
2023-11-02 01:28:06,hpa-server,2%,30%,7,12
2023-11-02 01:28:09,hpa-server,2%,30%,7,12
2023-11-02 01:28:12,hpa-server,2%,30%,7,12
2023-11-02 01:28:15,hpa-server,2%,30%,7,12
2023-11-02 01:28:19,hpa-server,2%,30%,7,12
2023-11-02 01:28:22,hpa-server,2%,30%,7,12
2023-11-02 01:28:25,hpa-server,2%,30%,7,12
2023-11-02 01:28:28,hpa-server,2%,30%,7,12
2023-11-02 01:28:31,hpa-server,2%,30%,7,12
2023-11-02 01:28:34,hpa-server,2%,30%,7,12
2023-11-02 01:28:37,hpa-server,2%,30%,7,12
2023-11-02 01:28:40,hpa-server,2%,30%,7,12
2023-11-02 01:28:43,hpa-server,2%,30%,7,12
2023-11-02 01:28:46,hpa-server,2%,30%,7,12
2023-11-02 01:28:49,hpa-server,2%,30%,7,12
2023-11-02 01:28:52,hpa-server,2%,30%,7,12
2023-11-02 01:28:55,hpa-server,2%,30%,7,12
2023-11-02 01:28:58,hpa-server,2%,30%,7,12
2023-11-02 01:29:01,hpa-server,2%,30%,7,12
2023-11-02 01:29:04,hpa-server,2%,30%,7,12
2023-11-02 01:29:07,hpa-server,2%,30%,6,12
2023-11-02 01:29:10,hpa-server,2%,30%,6,12
2023-11-02 01:29:13,hpa-server,2%,30%,6,12
2023-11-02 01:29:16,hpa-server,2%,30%,6,12
2023-11-02 01:29:19,hpa-server,2%,30%,6,12
2023-11-02 01:29:23,hpa-server,2%,30%,6,12
2023-11-02 01:29:26,hpa-server,2%,30%,6,12
2023-11-02 01:29:29,hpa-server,2%,30%,6,12
2023-11-02 01:29:32,hpa-server,2%,30%,6,12
2023-11-02 01:29:35,hpa-server,2%,30%,6,12
2023-11-02 01:29:38,hpa-server,2%,30%,6,12
2023-11-02 01:29:41,hpa-server,2%,30%,6,12
2023-11-02 01:29:44,hpa-server,2%,30%,6,12
2023-11-02 01:29:47,hpa-server,2%,30%,6,12
2023-11-02 01:29:50,hpa-server,2%,30%,6,12
2023-11-02 01:29:53,hpa-server,2%,30%,6,12
2023-11-02 01:29:56,hpa-server,2%,30%,6,12
2023-11-02 01:29:59,hpa-server,2%,30%,6,12
2023-11-02 01:30:02,hpa-server,2%,30%,6,12
2023-11-02 01:30:05,hpa-server,2%,30%,6,12
2023-11-02 01:30:08,hpa-server,3%,30%,1,12
2023-11-02 01:30:11,hpa-server,3%,30%,1,12
2023-11-02 01:30:14,hpa-server,3%,30%,1,12
2023-11-02 01:30:17,hpa-server,3%,30%,1,12
2023-11-02 01:30:20,hpa-server,3%,30%,1,12
2023-11-02 01:30:23,hpa-server,3%,30%,1,12
2023-11-02 01:30:27,hpa-server,3%,30%,1,12
2023-11-02 01:30:30,hpa-server,3%,30%,1,12
2023-11-02 01:30:33,hpa-server,3%,30%,1,12
2023-11-02 01:30:36,hpa-server,3%,30%,1,12
2023-11-02 01:30:39,hpa-server,3%,30%,1,12
2023-11-02 01:30:42,hpa-server,3%,30%,1,12
2023-11-02 01:30:45,hpa-server,3%,30%,1,12
2023-11-02 01:30:48,hpa-server,3%,30%,1,12
2023-11-02 01:30:51,hpa-server,3%,30%,1,12
2023-11-02 01:30:54,hpa-server,3%,30%,1,12
2023-11-02 01:30:57,hpa-server,3%,30%,1,12
2023-11-02 01:31:00,hpa-server,3%,30%,1,12
2023-11-02 01:31:03,hpa-server,3%,30%,1,12
2023-11-02 01:31:06,hpa-server,3%,30%,1,12
2023-11-02 01:31:09,hpa-server,3%,30%,1,12
2023-11-02 01:31:12,hpa-server,3%,30%,1,12
2023-11-02 01:31:15,hpa-server,3%,30%,1,12
2023-11-02 01:31:18,hpa-server,3%,30%,1,12
2023-11-02 01:31:21,hpa-server,3%,30%,1,12
2023-11-02 01:31:24,hpa-server,3%,30%,1,12
2023-11-02 01:31:27,hpa-server,3%,30%,1,12
2023-11-02 01:31:31,hpa-server,3%,30%,1,12
2023-11-02 01:31:34,hpa-server,3%,30%,1,12
2023-11-02 01:31:37,hpa-server,3%,30%,1,12
2023-11-02 01:31:40,hpa-server,3%,30%,1,12
2023-11-02 01:31:43,hpa-server,3%,30%,1,12
2023-11-02 01:31:46,hpa-server,3%,30%,1,12
2023-11-02 01:31:49,hpa-server,3%,30%,1,12
2023-11-02 01:31:52,hpa-server,3%,30%,1,12
2023-11-02 01:31:55,hpa-server,3%,30%,1,12
2023-11-02 01:31:58,hpa-server,3%,30%,1,12
2023-11-02 01:32:01,hpa-server,3%,30%,1,12
